"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-114.10","51.78","OLDS","3024920","2012-06-07","2012","06","07","†","19.5","","3.7","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-08","2012","06","08","†","14.0","","7.0","","10.5","","7.5","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-09","2012","06","09","†","11.7","","7.5","","9.6","","8.4","","0.0","","24.3","","0.0","","24.3","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-10","2012","06","10","†","14.5","","7.2","","10.9","","7.1","","0.0","","3.2","","0.0","","3.2","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-11","2012","06","11","†","21.7","","8.3","","15.0","","3.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-12","2012","06","12","†","24.0","","9.0","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-13","2012","06","13","†","19.5","","10.5","","15.0","","3.0","","0.0","","9.2","","0.0","","9.2","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-14","2012","06","14","†","18.0","","9.5","","13.8","","4.2","","0.0","","18.8","","0.0","","18.8","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-15","2012","06","15","†","16.5","","6.0","","11.3","","6.7","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-16","2012","06","16","†","23.0","","5.4","","14.2","","3.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-17","2012","06","17","†","23.0","","10.0","","16.5","","1.5","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-18","2012","06","18","†","16.8","","9.0","","12.9","","5.1","","0.0","","1.2","","0.0","","1.2","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-19","2012","06","19","†","15.5","","8.3","","11.9","","6.1","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-20","2012","06","20","†","19.5","","7.5","","13.5","","4.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-21","2012","06","21","†","21.6","","9.0","","15.3","","2.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-22","2012","06","22","†","22.0","","11.0","","16.5","","1.5","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-23","2012","06","23","†","20.5","","13.7","","17.1","","0.9","","0.0","","6.8","","0.0","","6.8","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-24","2012","06","24","†","18.0","","11.8","","14.9","","3.1","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-25","2012","06","25","†","21.0","","10.5","","15.8","","2.2","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-26","2012","06","26","†","15.2","","8.0","","11.6","","6.4","","0.0","","20.4","","0.0","","20.4","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-27","2012","06","27","†","21.0","","9.5","","15.3","","2.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-28","2012","06","28","†","21.2","","6.7","","14.0","","4.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-29","2012","06","29","†","22.0","","12.4","","17.2","","0.8","","0.0","","1.4","","0.0","","1.4","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-06-30","2012","06","30","†","24.0","","8.3","","16.2","","1.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-01","2012","07","01","†","24.5","","10.5","","17.5","","0.5","","0.0","","3.6","","0.0","","3.6","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-02","2012","07","02","†","23.0","","10.0","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-03","2012","07","03","†","18.5","","11.5","","15.0","","3.0","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-04","2012","07","04","†","17.5","","10.0","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-05","2012","07","05","†","21.0","","8.0","","14.5","","3.5","","0.0","","7.6","","0.0","","7.6","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-06","2012","07","06","†","21.5","","7.7","","14.6","","3.4","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-07","2012","07","07","†","25.5","","7.7","","16.6","","1.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-08","2012","07","08","†","27.5","","14.3","","20.9","","0.0","","2.9","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-09","2012","07","09","†","30.2","","15.0","","22.6","","0.0","","4.6","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-10","2012","07","10","†","29.2","","15.0","","22.1","","0.0","","4.1","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-11","2012","07","11","†","26.5","","15.0","","20.8","","0.0","","2.8","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-12","2012","07","12","†","26.5","","15.5","","21.0","","0.0","","3.0","","1.8","","0.0","","1.8","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-13","2012","07","13","†","26.0","","15.0","","20.5","","0.0","","2.5","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-14","2012","07","14","†","22.8","","14.5","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-15","2012","07","15","†","19.7","","15.0","","17.4","","0.6","","0.0","","18.8","","0.0","","18.8","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-16","2012","07","16","†","19.2","","15.2","","17.2","","0.8","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-17","2012","07","17","†","24.0","","13.5","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-18","2012","07","18","†","28.5","","15.5","","22.0","","0.0","","4.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-19","2012","07","19","†","22.0","","14.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-20","2012","07","20","†","21.0","","15.0","","18.0","","0.0","","0.0","","1.8","","0.0","","1.8","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-21","2012","07","21","†","23.8","","11.0","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-22","2012","07","22","†","24.8","","10.5","","17.7","","0.3","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-23","2012","07","23","†","22.5","","14.5","","18.5","","0.0","","0.5","","12.2","","0.0","","12.2","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-24","2012","07","24","†","16.4","","10.0","","13.2","","4.8","","0.0","","2.4","","0.0","","2.4","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-25","2012","07","25","†","22.0","","11.3","","16.7","","1.3","","0.0","","14.6","","0.0","","14.6","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-26","2012","07","26","†","22.5","","10.5","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-27","2012","07","27","†","26.5","","10.0","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-28","2012","07","28","†","21.0","","11.0","","16.0","","2.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-29","2012","07","29","†","26.0","","9.5","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-30","2012","07","30","†","27.5","","10.0","","18.8","","0.0","","0.8","","1.4","","0.0","","1.4","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-07-31","2012","07","31","†","22.8","","12.0","","17.4","","0.6","","0.0","","36.6","","0.0","","36.6","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-01","2012","08","01","†","22.5","","9.5","","16.0","","2.0","","0.0","","3.3","","0.0","","3.3","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-02","2012","08","02","†","15.7","","10.0","","12.9","","5.1","","0.0","","2.4","","0.0","","2.4","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-03","2012","08","03","†","20.0","","8.5","","14.3","","3.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-04","2012","08","04","†","26.5","","12.5","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-05","2012","08","05","†","28.0","","13.3","","20.7","","0.0","","2.7","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-06","2012","08","06","†","29.0","","13.2","","21.1","","0.0","","3.1","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-07","2012","08","07","†","24.2","","14.5","","19.4","","0.0","","1.4","","0.2","","0.0","","0.2","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-08","2012","08","08","†","27.6","","14.2","","20.9","","0.0","","2.9","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-09","2012","08","09","†","24.2","","10.8","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-10","2012","08","10","†","23.0","","12.4","","17.7","","0.3","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-11","2012","08","11","†","20.0","","12.5","","16.3","","1.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-12","2012","08","12","†","22.5","","11.0","","16.8","","1.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-13","2012","08","13","†","26.3","","11.0","","18.7","","0.0","","0.7","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-14","2012","08","14","†","20.0","","14.4","","17.2","","0.8","","0.0","","9.6","","0.0","","9.6","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-15","2012","08","15","†","23.5","","8.0","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-16","2012","08","16","†","23.5","","6.0","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-17","2012","08","17","†","25.2","","8.0","","16.6","","1.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-18","2012","08","18","†","27.4","","10.5","","19.0","","0.0","","1.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-19","2012","08","19","†","25.7","","10.5","","18.1","","0.0","","0.1","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-20","2012","08","20","†","29.2","","13.2","","21.2","","0.0","","3.2","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-21","2012","08","21","†","26.6","","14.5","","20.6","","0.0","","2.6","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-22","2012","08","22","†","24.0","","12.0","","18.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-23","2012","08","23","†","24.2","","9.5","","16.9","","1.1","","0.0","","17.0","","0.0","","17.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-24","2012","08","24","†","15.5","","7.4","","11.5","","6.5","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-25","2012","08","25","†","19.0","","7.0","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-26","2012","08","26","†","22.9","","7.0","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-27","2012","08","27","†","27.5","","7.3","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-28","2012","08","28","†","27.5","","12.5","","20.0","","0.0","","2.0","","2.0","","0.0","","2.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-29","2012","08","29","†","20.2","","9.6","","14.9","","3.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-30","2012","08","30","†","21.7","","5.5","","13.6","","4.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-08-31","2012","08","31","†","18.0","","7.5","","12.8","","5.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-01","2012","09","01","†","16.5","","8.0","","12.3","","5.7","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-02","2012","09","02","†","20.8","","4.2","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-03","2012","09","03","†","16.8","","5.5","","11.2","","6.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-04","2012","09","04","†","18.5","","6.5","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-05","2012","09","05","†","15.0","","7.4","","11.2","","6.8","","0.0","","3.0","","0.0","","3.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-06","2012","09","06","†","20.0","","6.0","","13.0","","5.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-07","2012","09","07","†","24.5","","6.5","","15.5","","2.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-08","2012","09","08","†","26.8","","6.9","","16.9","","1.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-09","2012","09","09","†","27.4","","11.0","","19.2","","0.0","","1.2","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-10","2012","09","10","†","18.1","","9.0","","13.6","","4.4","","0.0","","6.6","","0.0","","6.6","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-11","2012","09","11","†","14.6","","2.0","","8.3","","9.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-12","2012","09","12","†","17.7","","1.0","","9.4","","8.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-13","2012","09","13","†","24.1","","1.0","","12.6","","5.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-14","2012","09","14","†","27.0","","7.8","","17.4","","0.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-15","2012","09","15","†","19.4","","5.5","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-16","2012","09","16","†","16.5","","7.5","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-17","2012","09","17","†","23.5","","5.4","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-18","2012","09","18","†","21.5","","7.5","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-19","2012","09","19","†","22.2","","5.0","","13.6","","4.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-20","2012","09","20","†","24.2","","5.5","","14.9","","3.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-21","2012","09","21","†","24.5","","6.7","","15.6","","2.4","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-22","2012","09","22","†","24.0","","5.0","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-23","2012","09","23","†","24.5","","5.0","","14.8","","3.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-24","2012","09","24","†","24.5","","8.3","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-25","2012","09","25","†","16.0","","6.5","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-26","2012","09","26","†","17.5","","7.5","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-27","2012","09","27","†","21.7","","5.0","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-28","2012","09","28","†","27.0","","7.4","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-29","2012","09","29","†","20.2","","11.5","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-09-30","2012","09","30","†","16.8","","6.0","","11.4","","6.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-01","2012","10","01","†","24.5","","4.5","","14.5","","3.5","","0.0","","14.4","","0.0","","14.4","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-02","2012","10","02","†","","M","6.0","","","M","","M","","M","","","","","","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-03","2012","10","03","†","4.0","","","M","","M","","M","","M","2.6","","0.0","T","2.6","","","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-04","2012","10","04","†","5.0","","-3.2","","0.9","","17.1","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-05","2012","10","05","†","7.5","","-2.5","","2.5","","15.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-06","2012","10","06","†","14.2","","0.6","","7.4","","10.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-07","2012","10","07","†","17.8","","2.7","","10.3","","7.7","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-08","2012","10","08","†","9.0","","3.9","","6.5","","11.5","","0.0","","1.6","","0.0","","1.6","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-09","2012","10","09","†","13.2","","2.4","","7.8","","10.2","","0.0","","0.2","","0.0","","0.2","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-10","2012","10","10","†","4.6","","2.0","","3.3","","14.7","","0.0","","0.6","","2.3","","2.9","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-11","2012","10","11","†","2.0","","-5.0","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-12","2012","10","12","†","5.6","","-2.0","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-13","2012","10","13","†","17.0","","-0.7","","8.2","","9.8","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-14","2012","10","14","†","18.5","","4.0","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-15","2012","10","15","†","17.0","","7.0","","12.0","","6.0","","0.0","","1.0","","0.0","","1.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-16","2012","10","16","†","8.5","","6.0","","7.3","","10.7","","0.0","","3.4","","0.0","","3.4","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-17","2012","10","17","†","8.5","","-1.7","","3.4","","14.6","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-18","2012","10","18","†","15.0","","-5.0","","5.0","","13.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-19","2012","10","19","†","18.5","","-4.5","","7.0","","11.0","","0.0","","0.0","","1.0","","1.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-20","2012","10","20","†","-0.7","","-1.5","","-1.1","","19.1","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-21","2012","10","21","†","-3.0","","-6.2","","-4.6","","22.6","","0.0","","0.0","","0.0","","0.0","","1","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-22","2012","10","22","†","-2.5","","-7.0","","-4.8","","22.8","","0.0","","0.0","","1.0","","1.0","","1","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-23","2012","10","23","†","-6.5","","-7.3","","-6.9","","24.9","","0.0","","0.0","","6.0","","6.0","","2","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-24","2012","10","24","†","-4.5","","-7.0","","-5.8","","23.8","","0.0","","0.0","","1.0","","1.0","","8","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-25","2012","10","25","†","-3.0","","-5.7","","-4.4","","22.4","","0.0","","0.0","","1.0","","1.0","","9","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-26","2012","10","26","†","-5.0","","-8.0","","-6.5","","24.5","","0.0","","0.0","","1.0","","1.0","","10","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-27","2012","10","27","†","-3.5","","-10.0","","-6.8","","24.8","","0.0","","0.0","","0.0","","0.0","","11","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-28","2012","10","28","†","-2.5","","-8.5","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-29","2012","10","29","†","-0.5","","-6.0","","-3.3","","21.3","","0.0","","0.0","","1.0","","1.0","","9","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-30","2012","10","30","†","-3.0","","-5.8","","-4.4","","22.4","","0.0","","0.0","","1.0","","1.0","","10","","","","",""
"-114.10","51.78","OLDS","3024920","2012-10-31","2012","10","31","†","-2.0","","-8.5","","-5.3","","23.3","","0.0","","0.0","","1.0","","1.0","","11","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-01","2012","11","01","†","-1.5","","-7.5","","-4.5","","22.5","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-02","2012","11","02","†","-1.0","","-2.5","","-1.8","","19.8","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-03","2012","11","03","†","0.5","","-2.5","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-04","2012","11","04","†","12.5","","-3.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-05","2012","11","05","†","9.8","","0.0","","4.9","","13.1","","0.0","","0.0","","0.0","","0.0","","2","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-06","2012","11","06","†","4.0","","-3.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-07","2012","11","07","†","-0.5","","-4.0","","-2.3","","20.3","","0.0","","0.0","","2.0","","2.0","","0","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-08","2012","11","08","†","-7.3","","-7.5","","-7.4","","25.4","","0.0","","0.0","","10.0","","10.0","","2","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-09","2012","11","09","†","-10.5","","-12.0","","-11.3","","29.3","","0.0","","0.0","","1.0","","1.0","","11","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-10","2012","11","10","†","-13.0","","-17.5","","-15.3","","33.3","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-11","2012","11","11","†","-4.8","","-20.6","","-12.7","","30.7","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-12","2012","11","12","†","-2.0","","-14.0","","-8.0","","26.0","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-13","2012","11","13","†","5.8","","-6.8","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","12","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-14","2012","11","14","†","5.0","","-3.0","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-15","2012","11","15","†","6.5","","-4.5","","1.0","","17.0","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-16","2012","11","16","†","7.5","","-5.0","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","7","","","","",""
"-114.10","51.78","OLDS","3024920","2012-11-17","2012","11","17","†","7.8","","-6.5","","0.7","","17.3","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
